ProcessedItems,instantaneous_ops_per_sec,keyspace_hits,keyspace_misses,hitRate,used_memory,evicted_keys,MemoryFragmentationRatio,keyspace,totalExecutionTime
1,0,0,2,0,549144,0,8.7641857144938,2,0.00028014183044434
263,581,38,226,0.14393939393939,572888,0,8.400943989052,226,0.024710178375244
526,581,150,377,0.28462998102467,590272,0,8.1535292204272,377,0.045323133468628
789,581,302,488,0.38227848101266,600040,0,8.0207986134258,488,0.062720060348511
1052,581,462,591,0.43874643874644,617296,0,7.796583810684,591,0.080116033554077
1315,581,660,656,0.50151975683891,623016,0,7.7250022471333,656,0.096146106719971
1578,1927,861,718,0.5452818239392,628472,0,7.6579386193816,718,0.10874605178833
1841,1927,1074,768,0.58306188925081,632872,0,7.604697316361,768,0.1200749874115
2104,1927,1292,813,0.61377672209026,636832,0,7.5574091754183,813,0.13100814819336
2367,1927,1528,840,0.64527027027027,639208,0,7.5293175304439,840,0.14054799079895
2630,1927,1765,866,0.67084758646902,641496,0,7.5024629927544,866,0.15099716186523
2893,1927,2003,891,0.69212163096061,643696,0,7.4768213566653,891,0.16070008277893
3156,1927,2248,909,0.71206841938549,645280,0,7.4584676419539,909,0.17006206512451
3419,1927,2496,924,0.72982456140351,646600,0,7.443241571296,924,0.17954802513123
3682,1927,2747,936,0.74585935378767,647656,0,7.431105401633,936,0.18856501579285
3945,1927,3001,945,0.76051697921946,648448,0,7.4220292143703,945,0.19756007194519
4208,1927,3257,952,0.77381800902827,649064,0,7.4149852710981,952,0.20586705207825
4471,3775,3511,961,0.78510733452594,649856,0,7.4059483947213,961,0.21412110328674
4734,3775,3767,968,0.79556494192186,650472,0,7.3989349272528,968,0.22486710548401
4997,3775,4027,971,0.80572228891557,650736,0,7.3959332202306,971,0.23431801795959
5260,3775,4288,973,0.81505417221061,650912,0,7.3939334349344,973,0.24265313148499
5523,3775,4546,978,0.82295438088342,651352,0,7.3889386998121,978,0.2503650188446
5786,3775,4807,980,0.83065491619146,651528,0,7.3869426947115,980,0.25775814056396
6049,3775,5066,984,0.83735537190083,651880,0,7.382953917899,984,0.26561307907104
6312,3775,5324,989,0.84333914145414,652320,0,7.3779740004906,989,0.27354097366333
6575,3775,5587,989,0.84960462287105,652320,0,7.3779740004906,989,0.28090214729309
6838,3775,5849,990,0.85524199444363,652408,0,7.3769788230678,990,0.28864812850952
7101,3775,6111,991,0.86046184173472,652496,0,7.3759839140776,991,0.29594707489014
7364,3775,6372,993,0.86517311608961,652672,0,7.373994900961,993,0.30383706092834
7627,5831,6634,994,0.8696906135291,652760,0,7.3730007966174,994,0.31152606010437
7890,5831,6895,996,0.87378025598783,652936,0,7.3710133918179,996,0.31882905960083
8153,5831,7157,997,0.87772872209958,653024,0,7.3700200911452,997,0.32978510856628
8416,5831,7420,997,0.88154924557443,653024,0,7.3700200911452,997,0.33864808082581
8679,5831,7683,997,0.88513824884793,653024,0,7.3700200911452,997,0.34725308418274
8942,5831,7946,997,0.88851615788885,653024,0,7.3700200911452,997,0.35508108139038
9205,5831,8209,997,0.89170106452314,653024,0,7.3700200911452,997,0.36247205734253
9468,5831,8471,998,0.89460344281339,653112,0,7.3690270581462,998,0.37162399291992
9731,5831,8734,998,0.89745170571311,653112,0,7.3690270581462,998,0.38030815124512
9994,5831,8997,998,0.90015007503752,653112,0,7.3690270581462,998,0.38797998428345
10257,5831,9260,998,0.90271007993761,653112,0,7.3690270581462,998,0.395663022995
10520,5831,9523,998,0.90514209675886,653112,0,7.3690270581462,998,0.40298819541931
10783,7845,9786,998,0.90745548961424,653112,0,7.3690270581462,998,0.4104630947113
11046,7845,10049,998,0.90965873087716,653112,0,7.3690270581462,998,0.41790699958801
11309,7845,10311,999,0.91167108753316,653200,0,7.3680342927128,999,0.425537109375
11572,7845,10574,999,0.91367838935453,653200,0,7.3680342927128,999,0.43312406539917
11835,7845,10837,999,0.91559648529909,653200,0,7.3680342927128,999,0.44066500663757
12098,7845,11100,999,0.91743119266055,653200,0,7.3680342927128,999,0.44843602180481
12361,7845,11363,999,0.91918783368387,653200,0,7.3680342927128,999,0.45601916313171
12624,7845,11626,999,0.92087128712871,653200,0,7.3680342927128,999,0.46367907524109
12887,7845,11889,999,0.92248603351955,653200,0,7.3680342927128,999,0.4727931022644
